债务人名称|所在地区|担保方式|资产类型|债权总额（元）|结束时间
河南普乐泰生物科技股份有限公司|河南省鹤壁市淇县|保证担保及抵质押担保|标准工业厂房及仓储|9562166.13|2023-08-31
河南省松林实业有限公司|河南省焦作市博爱县|保证担保及抵质押担保|非标准工业厂房及仓储|248561745.44|2023-08-26
无锡政会钢铁贸易有限公司|江苏省无锡市惠山区|保证担保||5128305.42|2022-08-25
无锡福鹏钢铁贸易有限公司|江苏省无锡市惠山区|保证担保||5127878.48|2022-08-25
普兰店市第二帆布厂|辽宁省大连市普兰店区|三种担保都有|非标准工业厂房及仓储|8586059.96|2024-08-31
萍乡市网尚文化产业发展有限公司|江西省萍乡市上栗县|保证担保及抵质押担保|综合用房在建工程|26520456.89|2022-09-01
上饶市传世贸易有限公司|江西省上饶市弋阳县|保证担保及抵质押担保|普通商品用房|5572566.34|2022-09-01
进贤县太平洋商贸有限公司|江西省南昌市进贤县|保证担保及抵质押担保|商铺、商场|32525371.06|2022-09-01
上饶县飞达精密光学有限公司|江西省上饶市|保证担保及抵质押担保|居住用地,普通商品用房|34735999.98|2022-09-01
南昌市祥浩金属材料有限公司|江西省南昌市青山湖区|保证担保及抵质押担保|综合用地|75211473.7|2022-08-23
温州德乐金属材料有限公司|浙江省温州市鹿城区|保证担保||20369612.95|2022-12-31
四川省军华燃气设备有限公司|四川省成都市金牛区|保证担保及抵质押担保|商铺、商场|27647522.24|2021-12-31
四川恒达电子科技有限公司|四川省成都市锦江区|保证担保||20680910.5|2021-12-31
成都佳韵广告有限公司|四川省成都市武侯区|保证担保及抵质押担保|商铺、商场|12467407.66|2021-12-31
四川马边中益矿业发展有限公司|四川省乐山市马边彝族自治县|保证担保及抵质押担保|采矿权|266501017.77|2021-12-31
辽宁兴隆百货集团有限公司|辽宁省营口市大石桥市|保证担保及抵质押担保|商铺、商场|214558363.57|2021-07-31
南充市万家香食品厂|四川省南充市高坪区|保证担保及抵质押担保|商业用地|32001863.67|2021-12-31
四川四海食品股份有限公司|四川省资阳市雁江区|保证担保及抵质押担保|非上市公司股权|34181085.44|2021-12-31
重庆锡沐商业管理有限公司|重庆市市辖区南岸区|保证担保及抵质押担保|非上市公司股权,商铺、商场,应收租金|419350795.32|2022-06-30
重庆皓万旅游文化发展有限公司|重庆市市辖区南岸区|保证担保及抵质押担保|非上市公司股权,交易类应收账款,商铺、商场|285933178.48|2022-06-30
浙江珊溪管桩股份有限公司|浙江省温州市文成县|保证担保及抵质押担保|标准工业厂房及仓储|20539923.76|2023-08-20
南阳市新鑫商贸有限公司|河南省南阳市|保证担保及抵质押担保|商铺、商场|43141180.35|2022-08-26
南阳鹏顺商贸有限公司|河南省南阳市|保证担保及抵质押担保|商铺、商场|65937750.0|2023-08-26
南阳龙源泰商贸有限公司|河南省南阳市|保证担保及抵质押担保|商铺、商场|77664375.0|2023-08-26
牡丹江新凯房地产开发有限公司|黑龙江省牡丹江市阳明区|保证担保及抵质押担保|居住用房在建工程,商铺、商场|112140055.17|2022-08-31
黑龙江宇强金属材料有限公司|黑龙江省哈尔滨市双城区|保证担保及抵质押担保|商铺、商场|4332529.4|2022-08-31
黑河市华富集团有限责任公司|黑龙江省黑河市爱辉区|保证担保||18742408.46|2022-08-31
同江市丰顺农业发展有限公司|黑龙江省佳木斯市同江市|保证担保及抵质押担保|标准工业厂房及仓储,工业用地,农、林、牧、渔专用机械|31772175.57|2022-08-31
望奎欧瑞喜科技有限公司|黑龙江省绥化市望奎县|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|21677856.28|2022-08-31
中健特种玻璃科技有限公司|黑龙江省哈尔滨市松北区|保证担保及抵质押担保|工业用地,工业用房在建工程,化工、木材、非金属加工专用设备|31905627.72|2022-08-31
宁安市贝虹木业有限责任公司|黑龙江省牡丹江市宁安市|抵质押担保|非标准工业厂房及仓储,工业用地|3823391.77|2022-08-31
林口县兆福牧业有限责任公司|黑龙江省牡丹江市林口县|抵质押担保|非标准工业厂房及仓储,工业用地|9417987.03|2022-08-31
黑龙江梅花河山庄度假村有限公司|黑龙江省伊春市|保证担保及抵质押担保|宾馆酒店,商业用地|35488739.42|2022-08-31
洛阳海德技术陶瓷有限公司|河南省洛阳市|抵质押担保|工业用地|23816740.99|2023-08-31
兰州金军商贸有限公司|甘肃省兰州市城关区|保证担保||10612373.47|2021-12-01
双鸭山市奇特超市连锁有限责任公司|黑龙江省双鸭山市尖山区|保证担保及抵质押担保|商业用地|19037193.0|2022-08-31
河南向阳纺织有限公司|河南省商丘市夏邑县|保证担保及抵质押担保|工业用地|46273377.0|2023-08-20
河南省广康药业有限公司|河南省安阳市汤阴县|保证担保及抵质押担保|普通商品用房|24616013.24|2023-08-23
平顶山市冰王商贸有限责任公司|河南省平顶山市新华区|保证担保及抵质押担保|商铺、商场|6638216.86|2023-08-23
定西正方园石料有限公司|甘肃省定西市安定区|保证担保||5539222.68|2021-12-31
夏邑县华夏纺织有限公司|河南省商丘市夏邑县|保证担保及抵质押担保|工业用地|15244573.66|2023-08-20
河南郑波电器有限公司|河南省商丘市民权县|保证担保及抵质押担保|工业用地|5087461.36|2023-08-20
平顶山市联正贸易有限公司|河南省平顶山市新华区|保证担保及抵质押担保|普通商品用房|934007.24|2023-08-23
定西环星石料有限公司|甘肃省定西市|保证担保||3973212.25|2021-12-31
武威百轩居装饰工程有限责任公司|甘肃省武威市凉州区|保证担保及抵质押担保|商铺、商场|9457214.41|2022-12-31
林口县东方农副产品有限公司|黑龙江省牡丹江市林口县|抵质押担保|商铺、商场|9442847.89|2022-08-31
漳县益顺泰种养殖农民专业合作社|甘肃省定西市漳县|保证担保及抵质押担保|普通商品用房|4729532.97|2021-12-31
镇原县杉城木制品厂|甘肃省庆阳市镇原县|保证担保及抵质押担保|车位、车库等其他商业用房|14012534.54|2021-12-31
黑龙江金博世纪肥业有限公司|黑龙江省绥化市北林区|抵质押担保|非标准工业厂房及仓储|41040284.58|2021-08-31
白银纳百川物资有限公司|甘肃省白银市白银区|保证担保||5492578.27|2021-12-31
通渭县西川农产品产业化专业合作社|甘肃省定西市通渭县|保证担保||4676061.79|2021-12-31
黑龙江省北味菌业科技集团股份有限公司|黑龙江省牡丹江市海林市|保证担保及抵质押担保|非标准工业厂房及仓储|10200218.57|2021-08-31
大庆通运科技开发有限公司|黑龙江省大庆市龙凤区|保证担保及抵质押担保|宾馆酒店|4811952.24|2022-08-31
河南恒友牧业发展有限公司|河南省新乡市长垣市|保证担保及抵质押担保|商铺、商场|54969300.0|2024-12-31
新乡市国宇实业发展有限公司|河南省新乡市卫滨区|保证担保及抵质押担保|多层办公楼,纺织、服装和皮革工业专用设备,商铺、商场|132242000.0|2024-12-31
江西健康壹加壹饮料有限公司|江西省萍乡市安源区|保证担保及抵质押担保|工业用地|4174718.18|2022-09-01
江西宏建实业有限公司|江西省抚州市南城县|保证担保及抵质押担保|宾馆酒店|130289177.59|2022-09-01
河南省大河筑路有限公司|河南省郑州市新郑市|保证担保及抵质押担保|工业用地|26499683.57|2023-08-23
郑州澳龙房地产有限公司|河南省郑州市巩义市|保证担保及抵质押担保|居住用房在建工程|122978026.6|2023-08-20
河南省豫广市政园林工程有限公司|河南省许昌市鄢陵县|保证担保及抵质押担保|普通商品用房|15218590.56|2023-08-31
瑞安市普来得金属表面技术有限公司|浙江省温州市瑞安市|保证担保及抵质押担保|标准工业厂房及仓储|32496319.58|2023-08-20
温州市亚泰进出口有限公司|浙江省温州市鹿城区|保证担保||49724155.63|2022-12-31
河南省奥鑫种业有限公司|河南省许昌市|保证担保及抵质押担保|普通商品用房|13921375.77|2023-08-31
红日控股有限公司|浙江省温州市鹿城区|保证担保及抵质押担保|车位、车库等其他商业用房,普通商品用房,商铺、商场|64589707.17|2023-08-20
成都迪威视讯科技有限公司|四川省成都市温江区|保证担保及抵质押担保|工业用房在建工程|156949114.6|2022-12-31
温州鹏翔贸易有限公司|浙江省温州市鹿城区|保证担保及抵质押担保|商铺、商场|82371262.64|2023-08-20
温州五马中西餐设备超市有限公司|浙江省温州市鹿城区|保证担保及抵质押担保|商铺、商场|25486007.77|2022-08-19
上海见润实业有限公司|上海市金山区|保证担保及抵质押担保|多层办公楼|63170802.62|2023-08-20
温州市五马美食林酒店有限公司|浙江省温州市鹿城区|保证担保及抵质押担保|商铺、商场|37943420.43|2022-08-19
温州百铭化工贸易有限公司|浙江省温州市鹿城区|保证担保及抵质押担保|多层办公楼|24820125.49|2022-12-31
河南杜氏动力科技有限公司|河南省许昌市建安区|保证担保及抵质押担保|标准工业厂房及仓储,工业用地|83788500.0|2023-08-20
河南枣香源商贸有限公司|河南省漯河市|保证担保及抵质押担保|标准工业厂房及仓储,工业用地|15187195.93|2023-08-31
河南质源豆制品有限公司|河南省许昌市建安区|保证担保及抵质押担保|工业用地,居住用地|15185717.05|2023-08-20
漯河市富升昌贸易有限公司|河南省漯河市源汇区|保证担保及抵质押担保|商铺、商场|7433585.2|2023-08-31
许昌金谷恒现代农业发展有限公司|河南省许昌市魏都区|保证担保及抵质押担保|商铺、商场|26890012.08|2023-08-31
许昌县祥和贸易有限公司|河南省许昌市建安区|保证担保及抵质押担保|印刷、制药、日化生产专用设备|48913756.11|2023-08-20
许昌中亚工业智能装备股份有限公司|河南省许昌市建安区|保证担保及抵质押担保|标准工业厂房及仓储,工业用地|66780442.68|2023-08-31
河南佛尔湖生态农业有限公司|河南省许昌市长葛市|保证担保及抵质押担保|居住用地|24597173.0|2023-08-31
长葛市祥合铝材有限责任公司|河南省许昌市长葛市|保证担保及抵质押担保|工业用地|26888337.51|2023-08-31
河南省奥威电气设备有限公司|河南省平顶山市郏县|保证担保及抵质押担保|居住用地|15478499.29|2023-08-31
河南天王机械设备制造有限公司|河南省平顶山市|保证担保及抵质押担保|标准工业厂房及仓储,工业用地|20421901.67|2023-08-31
许昌市政通门窗装饰有限公司|河南省许昌市魏都区|保证担保及抵质押担保|商铺、商场|15209503.73|2023-08-20
许昌瑞龙粮油储销有限公司|河南省许昌市|保证担保及抵质押担保|标准工业厂房及仓储,工业用地|24536926.19|2023-08-31
许昌恒源发制品股份有限公司|河南省许昌市|抵质押担保|标准工业厂房及仓储,工业用地|83273200.0|2023-08-31
河南澳凯光电科技有限公司|河南省开封市通许县|保证担保及抵质押担保|非上市公司股权,高档公寓|13951981.03|2023-08-31
阳光旭昇电缆有限公司|河南省许昌市|保证担保及抵质押担保|标准工业厂房及仓储,工业用地|107728248.72|2023-08-31
河南省地源煤矿物资有限公司|河南省郑州市金水区|保证担保及抵质押担保|商铺、商场|5150749.87|2023-08-31
无锡奇逸景观工程有限公司|江苏省无锡市江阴市|保证担保及抵质押担保|商铺、商场|6709939.63|2022-08-19
江苏中苑建设集团有限公司|江苏省盐城市阜宁县|保证担保及抵质押担保|宾馆酒店|171618488.52|2022-08-19
阳升集团有限公司|江苏省盐城市阜宁县|保证担保及抵质押担保|商铺、商场|34226016.68|2022-08-19
涟水东升再生资源回收有限公司|江苏省淮安市涟水县|保证担保及抵质押担保|标准工业厂房及仓储,矿山、冶金、建筑专用设备|30830279.27|2022-08-18
江苏双宝科技有限公司|江苏省泰州市靖江市|保证担保及抵质押担保|非标准工业厂房及仓储|27264234.11|2022-08-18
徐州凯罗服饰有限公司|江苏省徐州市新沂市|保证担保及抵质押担保|普通商品用房|1757486.97|2022-11-18
江苏佳宇资源利用股份有限公司|江苏省连云港市赣榆区|保证担保及抵质押担保|标准工业厂房及仓储|40346845.19|2021-10-31
新沂市佳威饲料有限公司|江苏省徐州市新沂市|保证担保及抵质押担保|商铺、商场|2141436.12|2021-11-18
江苏国基医疗器械有限公司|江苏省徐州市云龙区|保证担保及抵质押担保|商铺、商场|44859400.0|2021-10-29
大连英歌岭果业有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|非标准工业厂房及仓储|7408579.38|2022-08-31
江苏智森实业有限公司|江苏省盐城市|保证担保及抵质押担保|普通商品用房,商铺、商场|9802645.66|2021-10-31
大连飞达机械制造有限公司|辽宁省大连市庄河市|保证担保及抵质押担保|标准工业厂房及仓储|27172572.42|2022-08-31
徐州永力金属贸易有限公司|江苏省徐州市鼓楼区|抵质押担保|商铺、商场|29230260.0|2021-10-31
江苏加邦电力设备有限公司|江苏省镇江市扬中市|保证担保及抵质押担保|商铺、商场|23117619.24|2021-10-31
大连逸彩城纪盈伟服装经销店|辽宁省大连市沙河口区|保证担保及抵质押担保|普通商品用房|1905073.6|2022-08-31
江苏长丰耐火材料有限公司|江苏省镇江市丹阳市|保证担保及抵质押担保|非标准工业厂房及仓储|59255200.8|2021-10-31
营口沃飞斯节能科技有限公司|辽宁省营口市西市区|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地,其他设备|41791493.99|2024-08-31
江苏盐城二建集团有限公司|江苏省盐城市阜宁县|保证担保及抵质押担保|商业用地|29515047.28|2021-10-31
江苏名和集团有限公司|江苏省镇江市润州区|保证担保及抵质押担保|工业用地|5200821.11|2021-10-31
江苏八达重工机械股份有限公司|江苏省徐州市新沂市|保证担保及抵质押担保|普通商品用房|12388819.27|2023-11-18
沭阳物流中心有限公司|江苏省宿迁市沭阳县|保证担保及抵质押担保|商铺、商场|9024586.07|2021-11-18
江苏国豪医药集团有限公司|江苏省徐州市云龙区|保证担保及抵质押担保|商铺、商场|87928416.66|2021-10-29
广泰建设集团有限公司|浙江省温州市泰顺县|保证担保||108022056.26|2022-12-31
沃诚集团有限公司|浙江省温州市乐清市|保证担保及抵质押担保|普通商品用房|67942757.33|2023-08-20
金桥房地产开发股份有限公司|江苏省常州市新北区|保证担保及抵质押担保|商铺、商场|197353178.28|2022-08-18
江苏唯益炉料有限公司|江苏省镇江市丹阳市|保证担保及抵质押担保|非标准工业厂房及仓储|19681106.26|2022-08-19
江苏伟恒建设集团有限公司|江苏省南通市如皋市|保证担保及抵质押担保|宾馆酒店|53586947.69|2022-08-19
大连金山水泥制造有限公司|辽宁省大连市金州区|保证担保及抵质押担保|化工、木材、非金属加工专用设备|39766546.34|2022-08-31
大连美路贸易有限公司|辽宁省大连市甘井子区|保证担保及抵质押担保|商铺、商场|5617171.1|2022-08-31
大连天益玻璃制品有限公司|辽宁省大连市普兰店区|保证担保及抵质押担保|非标准工业厂房及仓储|49992701.49|2022-08-31
大连环宇移动科技有限公司|辽宁省大连市金州区|保证担保及抵质押担保|商铺、商场|111430634.62|2022-08-31
哈尔滨格拉雷药业有限公司|黑龙江省哈尔滨市香坊区|抵质押担保|非标准工业厂房及仓储|5416859.04|2022-08-31
绥芬河市圣源经贸有限责任公司|黑龙江省牡丹江市绥芬河市|保证担保及抵质押担保|宾馆酒店|6567297.11|2022-08-31
金马控股集团有限公司|浙江省杭州市萧山区|抵质押担保|商铺、商场|15953087.63|2022-08-31
天津中聚新能源科技有限公司|天津市滨海新区|保证担保及抵质押担保|标准工业厂房及仓储|53470839.09|2022-08-31
兴和兴永碳素有限公司|内蒙古自治区|保证担保及抵质押担保|工业用地,其他用地|557051581.23|2022-08-31
温州市展望百货有限公司|浙江省温州市|保证担保及抵质押担保|商铺、商场|32188751.71|2022-12-31
许昌锦华包装有限公司|河南省许昌市建安区|保证担保及抵质押担保|标准工业厂房及仓储|27333228.53|2023-08-20
许昌市怡顺联合汽车销售有限公司|河南省许昌市|保证担保及抵质押担保|商铺、商场|13374646.92|2023-08-31
禹州市夏都柔性铸管有限公司|河南省许昌市禹州市|保证担保及抵质押担保|标准工业厂房及仓储,工业用地|71476514.03|2023-08-20
开封市丰德汽车部件有限公司|河南省开封市|保证担保及抵质押担保|非上市公司股权,通用零部件制造设备|9320376.17|2023-08-31
河南少林客车股份有限公司|河南省郑州市荥阳市|保证担保及抵质押担保|工业用地|50519033.17|2023-08-31
商丘市鸿福祥电动车业有限公司|河南省商丘市梁园区|保证担保及抵质押担保|商铺、商场|6055301.37|2023-08-19
新乡市金环文化发展有限责任公司|河南省新乡市卫滨区|保证担保及抵质押担保|商铺、商场|2695285.01|2023-08-31
遂平华冠科技有限公司|河南省驻马店市遂平县|保证担保及抵质押担保|多层办公楼,商业用地|16026228.39|2023-08-18
河南亚立石油化工有限公司|河南省郑州市金水区|保证担保及抵质押担保|高层办公楼|59780389.08|2023-08-18
河南省民祥食品有限公司|河南省商丘市睢县|保证担保及抵质押担保|普通商品用房|3287925.47|2023-08-19
河南新纪元防腐绝热工程有限公司|河南省郑州市金水区|保证担保及抵质押担保|商铺、商场|44293533.5|2023-08-18
河南光明钢结构工程有限公司|河南省商丘市|保证担保及抵质押担保|工业用地|10003229.19|2022-08-19
甘肃汇锦建设工程有限公司|甘肃省兰州市城关区|保证担保及抵质押担保|商品林中的林木及林地使用权|7091700.85|2021-12-31
河南翠绿农业开发有限公司|河南省郑州市金水区|保证担保及抵质押担保|多层办公楼,工业用地|8719619.11|2023-08-18
鲁山县昭平湖温泉开发有限公司|河南省平顶山市鲁山县|保证担保及抵质押担保|宾馆酒店|11719083.35|2023-08-31
华铁铁路建设工程集团第一工程有限公司|河南省郑州市惠济区|保证担保及抵质押担保|商铺、商场|55655253.34|2023-08-18
河南庆安化工高科技股份有限公司|河南省郑州市新郑市|保证担保及抵质押担保|商业用地|38960933.22|2023-08-31
河南顺凯彩钢有限公司|河南省郑州市巩义市|保证担保及抵质押担保|工业用地,其他行业专用设备|48058199.66|2023-08-18
雏鹰农牧集团股份有限公司|河南省郑州市新郑市|保证担保||99990071.32|2023-08-31
河南鸽瑞复合材料有限公司|河南省郑州市新郑市|保证担保及抵质押担保|工业用地|106318188.78|2023-08-18
重庆鼎盛石油化工有限公司|重庆市|保证担保及抵质押担保|上市公司流通A股股票（权）|107135948.46|2022-06-30
重庆东银控股集团有限公司|重庆市|保证担保及抵质押担保|商铺、商场,上市公司流通A股股票（权）|228223743.8|2022-06-30
重庆华英达商业管理有限公司|重庆市市辖区沙坪坝区|保证担保及抵质押担保|多层办公楼,非上市公司股权,商铺、商场|277517599.19|2022-06-30
大连经济技术开发区永兴建材有限公司|辽宁省大连市金州区|保证担保及抵质押担保|标准工业厂房及仓储,商铺、商场|34359257.28|2022-08-31
营口兴隆百货有限公司|辽宁省营口市站前区|保证担保及抵质押担保|商铺、商场|104043608.4|2024-08-31
大连海源水产科技有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|非标准工业厂房及仓储|51528078.04|2023-08-31
大连天艺嘉服装有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|非标准工业厂房及仓储|7082200.0|2023-08-31
大连屹达建筑工程有限公司|辽宁省大连市普兰店区|保证担保及抵质押担保|宾馆酒店,居住用地|73567444.02|2023-08-31
大连环宇移动科技有限公司|辽宁省大连市金州区|保证担保及抵质押担保|非标准工业厂房及仓储,商铺、商场|130416589.92|2024-08-31
营口瀚盈置业有限公司|辽宁省营口市|三种担保都有|非标准工业厂房及仓储,非上市公司股权,商业用房在建工程|505072723.03|2022-08-31
湖北振鹏温泉酒店娱乐有限公司|湖北省孝感市应城市|保证担保及抵质押担保|宾馆酒店|95049342.75|2023-08-31
大连浩鑫机电设备有限公司|辽宁省大连市甘井子区|保证担保及抵质押担保|工业用地,工业用房在建工程|72975735.24|2023-08-31
上海五角世贸商城有限公司|上海市浦东新区|保证担保及抵质押担保|商铺、商场|31871602.43|2023-08-20
浙江博强铜业有限公司|浙江省温州市苍南县|保证担保及抵质押担保|商业用地|20764929.05|2022-12-31
立天集团有限公司|浙江省温州市平阳县|保证担保||25614262.3|2022-12-31
洛阳磐石混凝土科技有限公司|河南省洛阳市洛龙区|保证担保||7750743.53|2023-08-31
郑州艾利多贸易有限公司|河南省郑州市金水区|保证担保及抵质押担保|商铺、商场|21310188.76|2023-08-18
河南省隆邦建筑装饰工程有限公司|河南省郑州市金水区|保证担保及抵质押担保|商业用地|17516223.98|2023-08-18
洛阳利他进出口有限公司|河南省洛阳市|保证担保及抵质押担保|高层办公楼|8184278.78|2023-08-31
河南省大河筑路有限公司|河南省郑州市新郑市|保证担保||51405675.27|2023-08-31
辽宁兴隆宝通房地产开发有限公司|辽宁省盘锦市双台子区|保证担保及抵质押担保|商铺、商场|131460049.88|2023-12-31
葫芦岛炼锌厂|辽宁省葫芦岛市连山区|保证担保及抵质押担保|工业用地|264197388.65|2023-12-31
葫芦岛金鑫投资集团有限公司|辽宁省葫芦岛市连山区|抵质押担保|商铺、商场|148010693.0|2023-12-31
辽宁宜州房地产开发有限公司|辽宁省锦州市义县|保证担保及抵质押担保|普通商品用房|98596315.43|2023-12-31
齐齐哈尔福劳尔斯置业有限公司|黑龙江省齐齐哈尔市铁锋区|保证担保及抵质押担保|商铺、商场|321850386.24|2022-08-19
浙江法派鞋业有限公司|浙江省温州市鹿城区|保证担保及抵质押担保|商铺、商场|24363690.08|2022-12-31
立天集团有限公司|浙江省温州市平阳县|保证担保及抵质押担保|标准工业厂房及仓储|90384121.51|2023-08-20
温州市凯盾贸易有限公司|浙江省温州市瓯海区|保证担保及抵质押担保|多层办公楼,普通商品用房|30714666.88|2022-12-31
青海海润选煤有限公司|青海省海北藏族自治州|保证担保||38957695.25|2022-08-18
大连新维船舶物资有限公司|辽宁省大连市甘井子区|保证担保及抵质押担保|商铺、商场|16657136.25|2023-08-31
青海三工金属贸易有限公司|青海省西宁市城东区|保证担保||22980491.89|2022-08-30
宽甸满族自治县亿龙矿业有限责任公司|辽宁省丹东市宽甸满族自治县|三种担保都有|采矿权,商铺、商场|235202379.29|2022-08-31
青海三工镁业有限公司|青海省西宁市城东区|保证担保||170697081.27|2022-08-30
青海丰瑞镁业有限公司|青海省西宁市城东区|保证担保||81890871.17|2022-08-30
西宁青业商贸有限公司|青海省西宁市城北区|保证担保||42596690.49|2022-08-30
浙江鼎升现代商贸有限公司|浙江省绍兴市越城区|保证担保及抵质押担保|商铺、商场|151653974.36|2022-08-31
大连金玛硼业科技集团股份有限公司|辽宁省大连市金州区|保证担保及抵质押担保|标准工业厂房及仓储|62849859.79|2023-08-31
大连金寰企业管理有限公司|辽宁省大连市金州区|保证担保及抵质押担保|多层办公楼|308214257.96|2023-08-18
大连旺海建设工程有限公司|辽宁省大连市普兰店区|保证担保及抵质押担保|多层办公楼,工业用地,商业用地|59510984.96|2022-08-31
沈阳东润（桃山）酒业有限公司|辽宁省沈阳市法库县|保证担保及抵质押担保|非标准工业厂房及仓储|45167453.55|2024-08-31
大连新源汇国际贸易有限公司|辽宁省大连市沙河口区|保证担保及抵质押担保|普通商品用房,商铺、商场|38822053.45|2024-08-31
大连吉顺合进出口有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|商铺、商场|14530574.22|2023-08-31
大连奔腾天安汽车服务有限公司|辽宁省大连市西岗区|保证担保及抵质押担保|商铺、商场|15536700.0|2022-08-31
瓦房店市千和海产品养殖场|辽宁省大连市瓦房店市|三种担保都有|非标准工业厂房及仓储|6352165.49|2024-08-31
立池模具(大连)有限公司|辽宁省大连市金州区|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|34125897.22|2023-08-31
大连鑫华辰房地产开发有限公司|辽宁省大连市旅顺口区|保证担保及抵质押担保|居住用地,居住用房在建工程|304072051.75|2022-08-31
大连丰阳工艺品有限公司|辽宁省大连市庄河市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|30088365.12|2022-08-31
大连东渤重工有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|19669037.08|2022-08-31
瓦房店市万家岭农产品批发交易市场有限公司|辽宁省大连市瓦房店市|三种担保都有|非标准工业厂房及仓储|20912048.68|2024-08-31
大连华港重工有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|多层办公楼,非标准工业厂房及仓储|37964173.54|2022-08-31
瓦房店宏远轴承制造有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|12763173.31|2022-08-31
北京裕源大通科技股份有限公司|北京市|保证担保||18338874.83|2023-08-23
福建世纪丰田汽车销售服务有限公司|福建省莆田市秀屿区|保证担保||6459655.44|2023-08-23
北京中通恒基投资集团有限公司|北京市|保证担保及抵质押担保|居住用地|75969473.91|2023-08-23
北京恒远经贸有限责任公司|北京市|保证担保||94451152.88|2023-08-23
北京正大通力钢管销售有限公司|北京市|保证担保||28363458.86|2023-08-23
迁安润达丰田汽车销售服务有限公司|河北省|保证担保||10021203.71|2023-08-23
北京金百万餐饮股份有限公司|北京市|保证担保及抵质押担保|驰名商标权,普通商品用房|65371595.73|2023-08-23
北京融车汇科技管理有限公司|北京市|保证担保||19623132.28|2021-10-18
北京光耀东方投资管理有限公司|北京市海淀区|保证担保及抵质押担保|宾馆酒店|210945506.18|2021-12-20
联华恒越集团有限公司|浙江省温州市苍南县|保证担保及抵质押担保|标准工业厂房及仓储|98131496.23|2022-08-19
温州顺威纸业有限公司|浙江省温州市瓯海区|保证担保||22184110.39|2022-12-31
东风汽车公司(十堰)润滑油有限公司|湖北省十堰市张湾区|保证担保及抵质押担保|商铺、商场|30268919.41|2021-08-18
徐州惠天建材有限公司|江苏省徐州市|保证担保及抵质押担保|商铺、商场|13208663.2|2021-11-18
弋阳县赣宏房屋建筑工程有限公司|江西省上饶市弋阳县|保证担保及抵质押担保|商铺、商场|21090583.88|2022-09-01
萍乡市星火燃料有限公司|江西省萍乡市安源区|保证担保及抵质押担保|工业用地|15422251.26|2022-09-01
大连鸿骏源机械有限公司|辽宁省大连市庄河市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|37115137.83|2022-08-31
温州金州集团外贸实业有限公司|浙江省温州市瓯海区|保证担保及抵质押担保|标准工业厂房及仓储|115887197.08|2023-08-20
大连万诚能源有限公司|辽宁省大连市金州区|保证担保及抵质押担保|商铺、商场|30649788.55|2022-08-31
瓦房店大中型精密轴承制造有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地,商铺、商场|22313493.33|2022-08-31
大连富洲商贸有限公司|辽宁省大连市中山区|保证担保及抵质押担保|商铺、商场|35284374.14|2022-08-31
大连宝源科建电力设备制造有限公司|辽宁省大连市甘井子区|抵质押担保|非标准工业厂房及仓储,工业用地|55852125.0|2022-08-31
大连捷利物资经销处|辽宁省大连市庄河市|保证担保及抵质押担保|非标准工业厂房及仓储|35589510.0|2022-08-31
大连凯雅服装有限公司|辽宁省大连市金州区|保证担保及抵质押担保|非标准工业厂房及仓储|17609340.0|2022-08-31
温州金州集团有限公司|浙江省温州市瓯海区|保证担保及抵质押担保|标准工业厂房及仓储|24705193.59|2023-08-20
维益德(大连)汽车零部件有限公司|辽宁省大连市金州区|保证担保及抵质押担保|非标准工业厂房及仓储|68962229.95|2022-08-31
瓦房店佳田制衣厂|辽宁省大连市瓦房店市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|69353333.33|2022-08-31
大连秋合耐火材料有限公司|辽宁省大连市庄河市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|43671685.73|2022-08-31
营口国华石化有限公司|辽宁省营口市西市区|保证担保及抵质押担保|工业用地|27346684.26|2024-08-31
营口电力建设有限公司|辽宁省营口市站前区|保证担保及抵质押担保|工业用地,其他车辆|40770209.12|2022-08-31
嘉峪关市万顺翔建材有限责任公司|甘肃省嘉峪关市市辖区|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|9036072.25|2021-12-31
庆阳市华兴房地产开发有限公司|甘肃省庆阳市西峰区|保证担保及抵质押担保|商铺、商场|53636195.92|2021-12-31
酒泉市博世秾种业有限责任公司|甘肃省酒泉市肃州区|保证担保及抵质押担保|车位、车库等其他商业用房,商业用地|21019035.89|2021-12-31
温州曙光正邦纺织有限公司|浙江省温州市龙港市|保证担保及抵质押担保|标准工业厂房及仓储|109715134.6|2023-08-20
